Content,Level,datetime,content_length,source
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:31:59.141,7,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:32:02.269,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:32:02.363,2,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:32:02.367,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:32:05.705,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:32:08.955,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:09.163,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:12.495,7,Zookeeper
Received connection request /10.10.34.13:60489,Informativo,2015-07-29 19:32:12.503,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:15.845,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:32:18.976,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:22.405,11,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:22.525,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:25.653,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:25.748,11,Zookeeper
Received connection request /10.10.34.12:50332,Informativo,2015-07-29 19:32:29.085,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:32:29.085,2,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:32.336,7,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:32.428,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:35.678,11,Zookeeper
Received connection request /10.10.34.12:50354,Informativo,2015-07-29 19:32:35.764,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:39.216,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:42.355,7,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:32:42.357,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:32:42.443,2,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:32:42.557,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:32:49.036,7,Zookeeper
Received connection request /10.10.34.11:48503,Informativo,2015-07-29 19:32:49.042,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:49.237,11,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:32:52.469,11,Zookeeper
Received connection request /10.10.34.12:50434,Informativo,2015-07-29 19:32:59.143,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:02.398,7,Zookeeper
Received connection request /10.10.34.11:48563,Informativo,2015-07-29 19:33:02.398,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:02.597,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:05.829,11,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:09.080,11,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:09.170,4,Zookeeper
Received connection request /10.10.34.11:48609,Informativo,2015-07-29 19:33:12.423,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:12.618,7,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:12.627,2,Zookeeper
Received connection request /10.10.34.11:48612,Informativo,2015-07-29 19:33:13.727,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:13.728,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:15.851,11,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:15.853,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:15.963,11,Zookeeper
Received connection request /10.10.34.13:60717,Informativo,2015-07-29 19:33:15.965,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:19.190,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:19.298,7,Zookeeper
Received connection request /10.10.34.13:60726,Informativo,2015-07-29 19:33:19.303,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:22.441,4,Zookeeper
Received connection request /10.10.34.12:50526,Informativo,2015-07-29 19:33:22.532,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:23.749,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:25.872,2,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:25.873,7,Zookeeper
Received connection request /10.10.34.13:60750,Informativo,2015-07-29 19:33:25.983,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:29.118,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:29.212,2,Zookeeper
Received connection request /10.10.34.12:50546,Informativo,2015-07-29 19:33:29.212,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:29.326,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:32.459,2,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:32.552,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:35.800,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:35.894,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:39.140,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:39.344,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:42.574,2,Zookeeper
Received connection request /10.10.34.12:50597,Informativo,2015-07-29 19:33:42.575,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:33:42.678,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:42.688,7,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:45.916,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:46.025,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:46.026,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:49.162,2,Zookeeper
Received connection request /10.10.34.13:60834,Informativo,2015-07-29 19:33:49.364,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:33:52.594,7,Zookeeper
Received connection request /10.10.34.12:50633,Informativo,2015-07-29 19:33:52.595,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:55.843,2,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:33:55.844,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:55.935,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:33:59.385,2,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:34:02.725,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:05.861,11,Zookeeper
Received connection request /10.10.34.11:48814,Informativo,2015-07-29 19:34:05.862,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:05.863,11,Zookeeper
Received connection request /10.10.34.11:48817,Informativo,2015-07-29 19:34:05.863,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:05.958,11,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:06.067,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:34:09.294,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:09.294,11,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:09.295,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:34:12.634,2,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:12.742,4,Zookeeper
Received connection request /10.10.34.13:60918,Informativo,2015-07-29 19:34:12.745,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:34:12.747,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:15.884,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:15.884,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:16.089,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:26.102,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:34:29.246,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:29.447,11,Zookeeper
Received connection request /10.10.34.13:60984,Informativo,2015-07-29 19:34:29.448,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:34:32.782,2,Zookeeper
Received connection request /10.10.34.13:60996,Informativo,2015-07-29 19:34:32.788,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:34:39.358,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:34:42.809,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:34:46.038,2,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:34:46.038,7,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:34:49.487,7,Zookeeper
Received connection request /10.10.34.12:50849,Informativo,2015-07-29 19:34:52.717,4,Zookeeper
Received connection request /10.10.34.11:49023,Informativo,2015-07-29 19:34:55.969,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:02.651,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:35:02.846,2,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:05.992,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:35:06.078,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:09.326,11,Zookeeper
Received connection request /10.10.34.13:32891,Informativo,2015-07-29 19:35:09.526,4,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:35:16.098,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:16.207,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:19.443,11,Zookeeper
Received connection request /10.10.34.13:32924,Informativo,2015-07-29 19:35:19.544,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:22.888,11,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:35:29.368,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:29.372,7,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:35:29.458,2,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:36.142,11,Zookeeper
Received connection request /10.10.34.13:33010,Informativo,2015-07-29 19:35:42.928,4,Zookeeper
Received connection request /10.10.34.11:49204,Informativo,2015-07-29 19:35:46.073,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:49.417,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:35:49.417,4,Zookeeper
Received connection request /10.10.34.12:51050,Informativo,2015-07-29 19:35:49.498,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:35:52.756,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:35:52.842,7,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:35:56.178,2,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:35:56.180,4,Zookeeper
Received connection request /10.10.34.12:51104,Informativo,2015-07-29 19:36:02.861,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:06.119,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:09.456,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:36:09.645,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:36:16.136,2,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:16.221,7,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:16.331,7,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:16.334,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:19.480,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:22.816,11,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:22.901,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:22.902,11,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:36:26.155,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:36:26.156,2,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:26.157,4,Zookeeper
Received connection request /10.10.34.13:33165,Informativo,2015-07-29 19:36:26.349,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:29.686,11,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:32.920,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:33.030,11,Zookeeper
Received connection request /10.10.34.13:33198,Informativo,2015-07-29 19:36:36.365,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:36.370,7,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:39.516,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:39.597,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:42.859,11,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:42.939,11,Zookeeper
Received connection request /10.10.34.13:33225,Informativo,2015-07-29 19:36:43.049,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:43.054,7,Zookeeper
Send worker leaving thread,Advertencia,2015-07-29 19:36:49.620,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:49.623,7,Zookeeper
Received connection request /10.10.34.13:33250,Informativo,2015-07-29 19:36:49.730,4,Zookeeper
Received connection request /10.10.34.13:33255,Informativo,2015-07-29 19:36:49.735,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:52.879,11,Zookeeper
Received connection request /10.10.34.13:33266,Informativo,2015-07-29 19:36:53.074,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:36:56.220,7,Zookeeper
Received connection request /10.10.34.12:51296,Informativo,2015-07-29 19:36:56.302,4,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:36:56.303,11,Zookeeper
Received connection request /10.10.34.13:33282,Informativo,2015-07-29 19:36:59.746,4,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:37:02.901,7,Zookeeper
"Connection broken for id 188978561024, my id = 1, error =",Advertencia,2015-07-29 19:37:09.774,11,Zookeeper
Interrupted while waiting for message on queue,Advertencia,2015-07-29 19:37:12.919,7,Zookeeper
Received connection request /10.10.34.11:49518,Informativo,2015-07-29 19:37:12.920,4,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:37:13.114,2,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-29 19:37:19.676,2,Zookeeper
Received connection request /10.10.34.12:51380,Informativo,2015-07-29 19:37:19.683,4,Zookeeper
Closed socket connection for client /10.10.34.18:42772 which had sessionid 0x14ed93111f20005,Informativo,2015-07-29 19:52:04.792,10,Zookeeper
caught end of stream exception,Advertencia,2015-07-29 19:52:05.118,5,Zookeeper
Closed socket connection for client /10.10.34.12:45542 which had sessionid 0x14ed93111f20002,Informativo,2015-07-29 19:52:09.519,10,Zookeeper
Client attempting to renew session 0x24ed93119420016 at /10.10.34.13:37115,Informativo,2015-07-29 19:54:13.615,8,Zookeeper
Closed socket connection for client /10.10.34.13:37106 which had sessionid 0x14ed93111f20010,Informativo,2015-07-29 19:54:45.337,10,Zookeeper
Client attempting to establish new session at /10.10.34.19:33425,Informativo,2015-07-29 21:01:41.504,8,Zookeeper
Established session 0x14ed93111f20027 with negotiated timeout 10000 for client /10.10.34.13:37177,Informativo,2015-07-29 21:34:45.452,10,Zookeeper
Established session 0x14ed93111f2002b with negotiated timeout 10000 for client /10.10.34.22:47073,Informativo,2015-07-29 21:34:48.285,10,Zookeeper
Accepted socket connection from /10.10.34.13:37196,Informativo,2015-07-29 21:39:24.986,5,Zookeeper
Accepted socket connection from /10.10.34.26:56952,Informativo,2015-07-29 21:39:28.234,5,Zookeeper
Closed socket connection for client /10.10.34.11:49557 which had sessionid 0x14ed93111f20048,Informativo,2015-07-29 23:44:21.576,10,Zookeeper
Unexpected Exception:,Error,2015-07-29 23:44:28.903,2,Zookeeper
Established session 0x14ed93111f2005b with negotiated timeout 10000 for client /10.10.34.28:52117,Informativo,2015-07-29 23:52:08.962,10,Zookeeper
Accepted socket connection from /10.10.34.30:38562,Informativo,2015-07-29 23:52:09.163,5,Zookeeper
Accepted socket connection from /10.10.34.36:32876,Informativo,2015-07-29 23:52:09.783,5,Zookeeper
Established session 0x14ed93111f2005f with negotiated timeout 10000 for client /10.10.34.36:32876,Informativo,2015-07-29 23:52:09.785,10,Zookeeper
Accepted socket connection from /10.10.34.11:45997,Informativo,2015-07-30 13:47:25.927,5,Zookeeper
Accepted socket connection from /10.10.34.11:49346,Informativo,2015-07-30 14:42:40.474,5,Zookeeper
Established session 0x14ed93111f20079 with negotiated timeout 20000 for client /10.10.34.11:49800,Informativo,2015-07-30 14:47:15.835,10,Zookeeper
Closed socket connection for client /10.10.34.29:39382 which had sessionid 0x14ed93111f2005d,Informativo,2015-07-30 14:52:21.906,10,Zookeeper
Established session 0x14ed93111f2007c with negotiated timeout 10000 for client /10.10.34.11:50276,Informativo,2015-07-30 14:52:36.477,10,Zookeeper
Client attempting to establish new session at /10.10.34.11:50286,Informativo,2015-07-30 14:53:21.340,8,Zookeeper
Client attempting to establish new session at /10.10.34.11:50301,Informativo,2015-07-30 15:00:24.824,8,Zookeeper
Established session 0x14ed93111f20082 with negotiated timeout 10000 for client /10.10.34.11:50301,Informativo,2015-07-30 15:00:24.825,10,Zookeeper
Client attempting to establish new session at /10.10.34.11:50402,Informativo,2015-07-30 15:23:21.827,8,Zookeeper
Client attempting to establish new session at /10.10.34.20:56414,Informativo,2015-07-30 15:35:04.462,8,Zookeeper
Closed socket connection for client /10.10.34.11:50940 which had sessionid 0x14ed93111f20099,Informativo,2015-07-30 15:41:40.669,10,Zookeeper
Closed socket connection for client /10.10.34.11:52893 which had sessionid 0x14ed93111f2009b,Informativo,2015-07-30 16:09:17.019,10,Zookeeper
Connection request from old client /10.10.34.19:33442; will be dropped if server is in r-o mode,Advertencia,2015-07-30 16:12:01.554,15,Zookeeper
Accepted socket connection from /10.10.34.29:39387,Informativo,2015-07-30 16:12:02.180,5,Zookeeper
Client attempting to establish new session at /10.10.34.11:53821,Informativo,2015-07-30 16:18:34.053,8,Zookeeper
Client attempting to establish new session at /10.10.34.12:45668,Informativo,2015-07-30 16:18:34.149,8,Zookeeper
Connection request from old client /10.10.34.20:56418; will be dropped if server is in r-o mode,Advertencia,2015-07-30 16:18:36.818,15,Zookeeper
Connection request from old client /10.10.34.42:34164; will be dropped if server is in r-o mode,Advertencia,2015-07-30 16:18:38.680,15,Zookeeper
Client attempting to establish new session at /10.10.34.12:45675,Informativo,2015-07-30 16:21:28.258,8,Zookeeper
Connection request from old client /10.10.34.11:54411; will be dropped if server is in r-o mode,Advertencia,2015-07-30 16:34:50.091,15,Zookeeper
Closed socket connection for client /10.10.34.12:45682 which had sessionid 0x14ed93111f200cd,Informativo,2015-07-30 16:44:26.593,10,Zookeeper
Connection request from old client /10.10.34.13:37454; will be dropped if server is in r-o mode,Advertencia,2015-07-30 16:44:36.930,15,Zookeeper
Closed socket connection for client /10.10.34.12:45697 which had sessionid 0x14ed93111f200d6,Informativo,2015-07-30 17:06:34.257,10,Zookeeper
Client attempting to establish new session at /10.10.34.11:54632,Informativo,2015-07-30 17:06:40.616,8,Zookeeper
Established session 0x14ed93111f200df with negotiated timeout 10000 for client /10.10.34.13:37467,Informativo,2015-07-30 17:06:40.816,10,Zookeeper
caught end of stream exception,Advertencia,2015-07-30 17:11:54.937,5,Zookeeper
Client attempting to establish new session at /10.10.34.11:54738,Informativo,2015-07-30 17:13:32.714,8,Zookeeper
caught end of stream exception,Advertencia,2015-07-30 17:22:34.245,5,Zookeeper
Closed socket connection for client /10.10.34.11:54983 which had sessionid 0x14ed93111f200f0,Informativo,2015-07-30 17:36:31.976,10,Zookeeper
Server environment:user.dir=/,Informativo,2015-07-30 17:43:58.186,2,Zookeeper
Connection request from old client /10.10.34.12:45728; will be dropped if server is in r-o mode,Advertencia,2015-07-30 17:49:05.943,15,Zookeeper
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-07-30 17:55:26.200,9,Zookeeper
Client attempting to establish new session at /10.10.34.12:43125,Informativo,2015-07-30 18:18:01.981,8,Zookeeper
Processed session termination for sessionid: 0x14ede63a5a70002,Informativo,2015-07-30 18:18:02.003,6,Zookeeper
Processed session termination for sessionid: 0x34ede65503f0010,Informativo,2015-07-30 18:18:30.005,6,Zookeeper
caught end of stream exception,Advertencia,2015-07-30 19:50:21.400,5,Zookeeper
Processed session termination for sessionid: 0x14ede63a5a70023,Informativo,2015-07-30 19:50:32.001,6,Zookeeper
Connection request from old client /10.10.34.13:38053; will be dropped if server is in r-o mode,Advertencia,2015-07-30 19:59:02.538,15,Zookeeper
Processed session termination for sessionid: 0x34ede65503f002b,Informativo,2015-07-30 19:59:08.004,6,Zookeeper
"Expiring session 0x24ede63a01b003b, timeout of 10000ms exceeded",Informativo,2015-07-30 20:06:34.001,7,Zookeeper
Processed session termination for sessionid: 0x24ede63a01b003b,Informativo,2015-07-30 20:06:34.003,6,Zookeeper
"Expiring session 0x34ede65503f0036, timeout of 10000ms exceeded",Informativo,2015-07-30 20:13:46.001,7,Zookeeper
Processed session termination for sessionid: 0x34ede65503f0039,Informativo,2015-07-30 20:13:46.004,6,Zookeeper
caught end of stream exception,Advertencia,2015-07-30 20:17:12.294,5,Zookeeper
Processed session termination for sessionid: 0x14ede63a5a7003a,Informativo,2015-07-30 20:34:58.003,6,Zookeeper
Connection request from old client /10.10.34.13:38079; will be dropped if server is in r-o mode,Advertencia,2015-07-30 20:35:02.324,15,Zookeeper
caught end of stream exception,Advertencia,2015-07-30 21:03:35.465,5,Zookeeper
Closed socket connection for client /10.10.34.13:38088 which had sessionid 0x14ede63a5a70048,Informativo,2015-07-30 21:03:35.468,10,Zookeeper
Connection request from old client /10.10.34.11:40489; will be dropped if server is in r-o mode,Advertencia,2015-07-30 21:03:44.632,15,Zookeeper
Established session 0x14ede63a5a7004b with negotiated timeout 10000 for client /10.10.34.11:40489,Informativo,2015-07-30 21:03:44.634,10,Zookeeper
Client attempting to establish new session at /10.10.34.21:37904,Informativo,2015-07-30 21:03:47.578,8,Zookeeper
Closed socket connection for client /10.10.34.17:51214 which had sessionid 0x14ede63a5a70053,Informativo,2015-07-30 23:03:42.133,10,Zookeeper
"Expiring session 0x34ede65503f005c, timeout of 10000ms exceeded",Informativo,2015-07-30 23:03:52.001,7,Zookeeper
"Expiring session 0x24ede63a01b0062, timeout of 10000ms exceeded",Informativo,2015-07-30 23:03:54.002,7,Zookeeper
******* GOODBYE /10.10.34.12:35276 ********,Advertencia,2015-07-30 23:43:22.414,4,Zookeeper
LOOKING,Informativo,2015-07-30 23:43:23.613,1,Zookeeper
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-07-30 23:44:01.784,9,Zookeeper
Cannot open channel to 3 at election address /10.10.34.13:3888,Advertencia,2015-07-30 23:44:04.784,9,Zookeeper
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-07-30 23:44:58.183,9,Zookeeper
Interrupting SendWorker,Advertencia,2015-07-30 23:49:40.005,2,Zookeeper
Notification time out: 60000,Informativo,2015-07-30 23:52:26.272,4,Zookeeper
Connection request from old client /10.10.34.40:40996; will be dropped if server is in r-o mode,Advertencia,2015-07-31 00:02:57.202,15,Zookeeper
Established session 0x14edfaa86f60013 with negotiated timeout 10000 for client /10.10.34.27:44600,Informativo,2015-07-31 00:17:52.585,10,Zookeeper
caught end of stream exception,Advertencia,2015-07-31 00:19:18.655,5,Zookeeper
caught end of stream exception,Advertencia,2015-07-31 00:19:19.582,5,Zookeeper
Connection request from old client /10.10.34.16:39498; will be dropped if server is in r-o mode,Advertencia,2015-07-31 00:19:37.018,15,Zookeeper
Closed socket connection for client /10.10.34.13:54485 which had sessionid 0x14edfaa86f60021,Informativo,2015-07-31 11:01:40.975,10,Zookeeper
Accepted socket connection from /10.10.34.12:34568,Informativo,2015-07-31 11:01:54.714,5,Zookeeper
Connection request from old client /10.10.34.25:58975; will be dropped if server is in r-o mode,Advertencia,2015-07-31 11:01:57.854,15,Zookeeper
Connection request from old client /10.10.34.33:39730; will be dropped if server is in r-o mode,Advertencia,2015-07-31 11:09:01.762,15,Zookeeper
My election bind port: 0.0.0.0/0.0.0.0:3888,Informativo,2015-07-31 15:31:40.971,5,Zookeeper
"Have smaller server identifier, so dropping the connection: (2, 1)",Informativo,2015-07-31 15:31:40.999,10,Zookeeper
FOLLOWING,Informativo,2015-07-31 15:31:42.213,1,Zookeeper
Cannot open channel to 2 at election address /10.10.34.12:3888,Advertencia,2015-07-31 15:33:29.640,9,Zookeeper
LOOKING,Informativo,2015-07-31 19:30:07.398,1,Zookeeper
"New election. My id =  1, proposed zxid=0x700000000",Informativo,2015-07-31 19:30:07.403,8,Zookeeper
Server environment:host.name=mesos-master-1,Informativo,2015-07-31 19:30:07.445,2,Zookeeper
FOLLOWING - LEADER ELECTION TOOK - 49,Informativo,2015-07-31 19:30:07.452,7,Zookeeper
Established session 0x14ee3e057ed000c with negotiated timeout 10000 for client /10.10.34.37:49834,Informativo,2015-07-31 21:11:05.474,10,Zookeeper
Accepted socket connection from /10.10.34.11:40061,Informativo,2015-07-31 21:23:08.968,5,Zookeeper
Client attempting to establish new session at /10.10.34.11:40061,Informativo,2015-07-31 21:23:08.969,8,Zookeeper
Connection request from old client /10.10.34.13:39525; will be dropped if server is in r-o mode,Advertencia,2015-07-31 21:23:10.926,15,Zookeeper
Connection request from old client /10.10.34.35:48971; will be dropped if server is in r-o mode,Advertencia,2015-07-31 21:23:12.897,15,Zookeeper
caught end of stream exception,Advertencia,2015-07-31 21:24:43.960,5,Zookeeper
Established session 0x14ee3e057ed002c with negotiated timeout 10000 for client /10.10.34.19:43049,Informativo,2015-07-31 21:32:18.390,10,Zookeeper
Client attempting to establish new session at /10.10.34.40:58713,Informativo,2015-07-31 21:32:20.131,8,Zookeeper
Closed socket connection for client /10.10.34.12:59661 which had sessionid 0x14ee3e057ed0027,Informativo,2015-07-31 21:44:41.270,10,Zookeeper
